BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT TO NOW,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
2,71,01,1,0,2070,1864,77,1,A5,375000
2,71,01,1,0,2070,1864,77,1,A5,0
2,71,01,1,0,3312,1999,92,1,A1,525000
2,71,01,1,0,2100,1517,87,1,A1,0
2,71,01,1,0,1800,1782,67,1,A5,435000
2,71,01,1,0,2590,1328,92,1,A1,430000
2,71,01,1,0,1995,1388,77,1,A5,400000
2,71,01,1,0,4638,1760,97,1,A1,0
2,71,01,1,0,2250,1992,97,1,A2,269000
2,71,01,1,0,2470,1462,97,1,A1,0
2,71,01,1,0,2533,1312,97,1,A1,0
2,71,01,1,0,2700,1312,97,1,A1,420000
2,71,01,1,0,2375,1376,87,1,A1,525000
2,71,01,1,0,2375,1376,87,1,A1,310000
2,71,01,1,0,3135,1920,92,1,A2,305000
2,71,01,1,0,3135,1920,92,1,A2,0
2,71,01,1,0,2375,1694,87,1,A1,440000
2,71,01,1,0,2375,1296,92,1,A1,350000
2,71,01,1,0,3104,1102,97,1,A1,0
2,71,01,1,0,2500,720,97,1,A2,0
2,71,01,1,0,2851,2080,4,1,A1,0
2,71,01,1,0,2375,1428,92,1,A1,0
2,71,01,1,0,1900,1264,97,1,A1,0
2,71,01,1,0,2275,2160,16,1,A1,515000
2,71,01,1,0,2275,2160,16,1,A1,375000
2,71,01,1,0,2310,896,82,1,A5,0
2,71,01,1,0,1623,1056,82,1,A1,425000
2,71,01,1,0,1700,1355,62,1,A5,0
2,71,01,1,0,2500,1058,102,1,A2,225000
2,71,01,1,0,5510,1068,97,1,A1,0
2,71,02,2,0,2500,2424,52,1,B1,0
2,71,02,2,0,2889,2937,57,1,B1,0
2,71,02,2,0,2500,2208,87,1,B1,590000
2,71,02,2,0,2500,2898,97,1,B1,0
2,71,02,2,0,7500,2853,87,1,B1,769000
2,71,02,2,0,2500,2200,92,1,B2,0
2,71,02,2,0,2500,1462,92,1,B3,556500
2,71,02,2,0,2500,2000,92,1,B2,400000
2,71,02,2,0,2500,2160,92,1,B2,610000
2,71,02,2,0,2500,2520,97,1,B2,0
2,71,02,2,0,1900,1080,67,1,B1,400000
2,71,02,2,0,7126,2240,61,1,B1,165000
2,71,02,2,0,2961,2185,107,1,B3,405000
2,71,02,2,0,2375,1513,97,1,B3,500000
2,71,02,2,0,1995,1944,52,1,B3,410000
2,71,02,2,0,2375,1280,97,1,B1,0
2,71,02,2,1,2375,3160,92,1,S2,0
2,71,02,2,0,1772,1916,97,1,B1,0
2,71,02,2,0,5348,1500,92,1,B3,425000
2,71,02,2,0,6238,1680,97,1,B2,0
2,71,02,2,0,3040,2552,62,1,B1,480000
2,71,02,2,0,2375,2012,77,1,B1,0
2,71,02,2,0,2375,2709,77,1,B1,500000
2,71,02,2,0,3325,1856,62,1,B1,0
2,71,02,2,0,3325,1856,62,1,B1,305000
2,71,02,2,0,3125,1827,92,1,B2,540000
2,71,02,2,0,2400,2015,62,1,B1,470000
2,71,02,2,0,2500,2079,67,1,B3,435000
2,71,02,2,0,5000,3260,97,1,B2,0
2,71,02,2,0,5206,2016,87,1,B3,875000
2,71,02,2,0,5000,2024,92,1,B1,475000
2,71,02,2,0,2500,1656,97,1,B2,400000
2,71,02,2,0,2500,2165,47,1,B1,440000
2,71,02,2,0,5000,1352,97,1,B3,644000
2,71,02,2,0,2170,2073,60,1,B1,420000
2,71,02,2,0,2500,2300,97,1,B1,515000
2,71,02,2,0,2500,2300,97,1,B1,560000
2,71,02,2,0,3804,2685,87,1,B1,450000
2,71,02,2,0,2120,3388,87,1,B1,0
2,71,02,2,0,5821,4148,97,1,B2,0
2,71,02,2,0,5000,2590,87,1,B1,870000
2,71,02,2,0,2500,3168,107,1,B2,300000
2,71,02,2,0,2500,1664,86,1,B1,0
2,71,02,2,0,4160,2800,16,1,B1,775000
2,71,02,2,0,6772,2945,57,1,B1,720000
2,71,02,2,0,3216,2000,57,1,B1,555000
2,71,02,2,0,2375,1800,97,1,B2,505000
2,71,02,2,0,5027,3003,62,1,B1,0
2,71,02,2,0,2500,2173,67,1,B1,0
2,71,02,2,0,1800,1836,62,1,B1,415000
2,71,02,2,0,1828,1969,14,1,B1,780000
2,71,02,2,0,2250,2052,67,1,B9,630000
2,71,02,2,0,2967,2345,47,1,B1,660000
2,71,02,2,0,1750,2448,97,1,B2,641000
2,71,02,2,0,2500,2376,10,1,B1,0
2,71,02,2,0,2500,2376,10,1,B1,655000
2,71,02,2,0,2375,1870,10,1,B1,635000
2,71,02,2,0,2450,1787,97,1,B2,765000
2,71,02,2,0,2500,1672,92,1,B2,0
2,71,02,2,0,2375,1932,97,1,B2,500000
2,71,02,2,0,3440,1800,67,1,B1,0
2,71,02,2,0,3440,1800,67,1,B1,244500
2,71,02,2,0,2809,2380,13,1,B1,710000
2,71,02,2,0,2670,1920,87,1,B1,542500
2,71,02,2,0,3125,2358,92,1,B3,0
2,71,02,2,0,2700,1648,77,1,B1,425000
2,71,02,2,0,2500,2100,97,1,B2,629000
2,71,02,2,0,2625,2435,62,1,B1,525000
2,71,02,2,0,2557,1638,72,1,B1,410000
2,71,02,2,0,1854,1728,92,1,B3,505000
2,71,02,2,0,3480,1772,118,1,B1,0
2,71,02,2,0,2500,2164,107,1,B2,585000
2,71,02,2,0,2600,1755,97,1,B1,500000
2,71,02,2,0,3081,3210,97,1,B3,665000
2,71,02,2,0,3420,2040,62,1,B1,0
2,71,02,2,0,2375,1836,87,1,B2,485000
2,71,02,2,0,2908,1598,97,1,B3,480000
2,71,02,2,0,2375,2404,97,1,B2,0
2,71,02,2,0,2375,2404,97,1,B2,0
2,71,02,2,0,2375,1536,97,1,B3,440000
2,71,02,2,0,2375,2015,57,1,B1,497000
2,71,02,2,0,3460,1926,10,1,B2,700000
2,71,02,2,0,3018,2556,13,1,B1,720000
2,71,02,2,0,2375,2480,97,1,B2,450000
2,71,02,2,0,2375,2520,97,1,B2,450000
2,71,02,2,0,1900,1680,67,1,B1,162240
2,71,02,2,0,1900,1680,67,1,B1,0
2,71,02,2,0,2250,1650,52,1,B1,565000
2,71,02,2,0,4172,2205,10,1,B1,565000
2,71,02,2,0,1470,1735,47,1,B1,390000
2,71,02,2,0,960,1263,97,1,B2,240000
2,71,02,2,0,3231,1760,92,1,B2,0
2,71,02,2,0,3231,1760,92,1,B2,0
2,71,02,2,0,2500,2700,87,1,B1,540000
2,71,02,2,0,2042,1728,82,1,B3,287000
2,71,02,2,0,2500,1776,82,1,B3,0
2,71,02,2,0,2440,1428,82,1,B1,533000
2,71,02,2,0,2300,1056,82,1,B3,468888
2,71,02,2,0,5050,2892,87,1,B2,0
2,71,02,2,0,2596,2655,82,1,B3,535000
2,71,02,2,0,3135,2134,11,1,B1,810000
2,71,02,2,0,3133,2134,10,1,B1,368000
2,71,02,2,0,3135,2136,10,1,B1,790000
2,71,03,3,0,2400,2640,67,1,C0,675000
2,71,03,3,0,2400,2640,67,1,C0,575000
2,71,03,3,0,2500,3150,67,1,C0,10
2,71,03,3,0,1725,2990,47,1,C0,690000
2,71,03,3,0,1756,3050,57,1,C0,545000
2,71,03,3,0,4750,2600,97,1,C0,300000
2,71,03,3,0,2320,3744,31,1,C0,758000
2,71,03,3,0,4750,3604,57,1,C0,323534
2,71,03,3,0,4750,3604,57,1,C0,0
2,71,03,3,0,2249,3615,11,1,C0,990000
2,71,03,3,0,2100,3402,57,1,C0,525000
2,71,03,3,0,5000,4104,52,1,C0,10
2,71,03,3,0,2500,3024,92,1,C0,688000
2,71,03,3,0,2283,3325,29,1,C0,550000
2,71,03,3,0,4722,4116,17,1,C0,858244
2,71,03,3,0,4512,2656,97,1,C0,0
2,71,03,3,0,3290,2624,92,1,C0,500000
2,71,03,3,0,2375,2934,97,1,C0,625000
2,71,03,3,0,4750,4372,51,1,C0,350000
2,71,03,3,0,1694,3068,97,1,C0,665000
2,71,03,3,0,3838,2562,97,1,C0,625000
2,71,03,3,0,3018,3441,87,1,C0,0
2,71,03,3,0,2375,3207,67,1,C0,499890
2,71,03,3,0,5310,4660,47,1,C0,780500
2,71,03,3,0,3164,2508,97,1,C0,0
2,71,03,3,0,2375,2820,87,1,C0,10
2,71,03,3,0,2498,2384,87,1,C0,470000
2,71,05,0,0,2500,0, -  ,1,V0,0
2,71,05,0,0,2375,0, -  ,1,V0,15000
2,71,05,0,0,2550,0, -  ,1,V0,160000
2,71,05,0,0,704,0, -  ,1,V0,0
2,71,05,0,0,2955,0, -  ,1,V0,0
2,71,05,0,0,2465,0, -  ,1,V0,0
2,71,06,0,0,2500,0, -  ,1,Z0,0
2,71,06,0,0,2300,0,67,1,G0,0
2,71,06,0,0,2375,0,67,1,G0,0
2,71,06,0,0,1525,0,57,1,G0,0
2,71,06,0,0,998,0,57,1,G0,0
2,71,07,14,0,5000,13000,5,2,C1,0
2,71,07,7,0,2500,5240,89,2,C1,765000
2,71,07,4,0,2375,2600,90,2,C3,612000
2,71,07,4,0,2500,3444,90,2,C3,710000
2,71,07,4,0,2351,3200,90,2,C3,0
2,71,07,4,0,2351,3200,90,2,C3,820000
2,71,07,7,1,2036,6910,10,2,C7,0
2,71,07,6,0,2375,4788,83,2,C2,746931
2,71,07,6,0,1971,5225,86,2,C2,0
2,71,07,4,0,2375,2600,93,2,C3,450000
2,71,07,6,0,2500,2080,97,2,C5,420000
2,71,08,35,0,7500,33802,2,2,D1,0
2,71,08,142,0,17500,112000,57,2,D3,24800000
2,71,10,0,0,0,0,54,2,D4,98000
2,71,10,0,0,0,0,54,2,D4,117000
2,71,10,0,0,0,0,54,2,D4,103000
2,71,10,0,0,0,0,54,2,D4,72000
2,71,10,0,0,0,0,54,2,D4,85000
2,71,10,0,0,0,0,53,2,D4,127000
2,71,10,0,0,0,0,53,2,D4,75000
2,71,10,0,0,0,0,47,2,D4,162000
2,71,10,0,0,0,0,47,2,D4,153000
2,71,10,0,0,0,0,53,2,D4,137500
2,71,10,0,0,0,0,53,2,D4,359000
2,71,10,0,0,0,0,78,2,D4,179900
2,71,10,0,0,0,0,78,2,D4,145000
2,71,13,1,0,0,0,10,2,R4,2784765
2,71,13,1,0,0,0,10,2,R4,0
2,71,13,1,0,0,0,10,2,R4,0
2,71,13,1,0,0,0,10,2,R4,0
2,71,13,1,0,0,0,10,2,R4,0
2,71,13,1,0,0,0,10,2,R4,0
2,71,13,1,0,0,0, -  ,2,R4,0
2,71,13,1,0,0,0,10,2,R4,0
2,71,13,1,0,0,0,10,2,R4,0
2,71,13,1,0,0,0,10,2,R4,0
2,71,13,1,0,0,0,10,2,R4,0
2,71,14,2,2,1880,3498,91,2,S9,0
2,71,14,2,2,2610,3675,97,2,S9,575000
2,71,21,0,19,76527,52830,63,4,O7,33000000
2,71,21,3,2,4952,4500,81,4,O2,750000
2,71,22,0,3,3050,2830,86,4,K1,0
2,71,22,0,1,2397,2236,65,4,K1,0
2,71,22,0,1,5000,4000,93,4,K1,0
2,71,22,0,2,1253,1848,90,4,K2,0
2,71,22,0,5,9970,18762,16,4,K2,0
2,71,22,0,1,5482,3000,84,4,K1,782990
2,71,22,0,3,5000,5000,62,4,K1,865000
2,71,22,0,3,4100,3936,94,4,K2,0
2,71,22,0,3,4100,3936,94,4,K2,0
2,71,22,0,4,5400,2615,32,4,K2,0
2,71,29,0,0,5382,0, -  ,4,G6,0
2,71,41,0,1,5950,1736,22,4,Z9,0
2,72,01,1,0,1824,710,77,1,A2,110000
2,72,01,1,0,2013,1916,27,1,A1,429000
2,72,01,1,0,3076,2120,72,1,A1,170000
2,72,01,1,0,2176,756,92,1,A2,514000
2,72,01,1,0,2193,700,107,1,A9,191100
2,72,01,1,0,2360,973,92,1,A9,291500
2,72,01,1,0,2500,525,97,1,A2,75000
2,72,01,1,0,2322,970,107,1,A2,265000
2,72,01,1,0,5500,1160,107,1,A2,0
2,72,01,1,0,2500,1000,97,1,A2,160000
2,72,01,1,0,2500,1440,77,1,A1,390000
2,72,01,1,0,3400,2200,87,1,A1,202500
2,72,01,1,0,3125,550,87,1,A2,0
2,72,01,1,0,1925,1140,118,1,A1,458784
2,72,01,1,0,2500,840,92,1,A2,390000
2,72,01,1,0,1950,900,92,1,A2,250000
2,72,01,1,0,1950,900,92,1,A2,250000
2,72,01,1,0,2785,1400,97,1,A1,455000
2,72,01,1,0,2244,1200,97,1,A9,95000
2,72,01,1,0,7226,1060,87,1,A1,185000
2,72,01,1,0,7226,1060,87,1,A1,45000
2,72,01,1,0,3180,1020,77,1,A9,45000
2,72,01,1,0,3078,1770,97,1,A2,0
2,72,01,1,0,2500,2728,82,1,A1,20000
2,72,01,1,0,2500,1500,77,1,A1,371500
2,72,01,1,0,2500,1910,77,1,A1,405000
2,72,01,1,0,2500,1335,97,1,A2,390000
2,72,01,1,0,3750,1525,92,1,A2,0
2,72,01,1,0,2350,1180,97,1,A2,0
2,72,01,1,0,4200,1835,92,1,A2,410000
2,72,01,1,0,3000,1185,72,1,A5,420000
2,72,01,1,0,2500,1620,92,1,A1,454000
2,72,01,1,0,2500,1051,97,1,A2,0
2,72,01,1,0,2500,1448,87,1,A1,232000
2,72,01,1,0,2500,1492,72,1,A1,1
2,72,01,1,0,2825,1290,92,1,A5,245000
2,72,01,1,0,2400,1525,62,1,A1,382000
2,72,01,1,0,2500,1600,82,1,A2,350000
2,72,01,1,0,4015,2225,82,1,A2,377000
2,72,01,1,0,2500,2695,82,1,A1,347295
2,72,01,1,0,2042,2260,82,1,A5,313627
2,72,01,1,0,1942,1292,72,1,A5,419000
2,72,01,1,0,1942,1292,72,1,A5,219000
2,72,01,1,0,2500,1768,82,1,A1,440000
2,72,01,1,0,1450,1430,92,1,A1,225000
2,72,01,1,0,1799,1296,92,1,A1,0
2,72,01,1,0,2881,1440,87,1,A1,385000
2,72,01,1,0,2881,1440,87,1,A1,355743
2,72,01,1,0,2483,870,97,1,A1,242000
2,72,01,1,0,2405,1920,97,1,A1,0
2,72,01,1,0,2500,1780,87,1,A1,365000
2,72,01,1,0,2000,1392,97,1,A5,375000
2,72,01,1,0,2000,1392,97,1,A5,432000
2,72,01,1,0,1758,1432,57,1,A5,0
2,72,01,1,0,2142,1792,97,1,A1,410000
2,72,02,2,0,1088,1340,72,1,B3,370000
2,72,02,2,0,4536,2794,78,1,B3,539000
2,72,02,2,0,2643,2400,3,1,B2,585493
2,72,02,2,0,2490,2400,3,1,B2,524398
2,72,02,2,0,1725,2400,2,1,B2,575311
2,72,02,2,0,1696,2400,2,1,B2,364026
2,72,02,2,0,1696,2400,2,1,B2,364026
2,72,02,2,0,1696,2400,2,1,B2,364026
2,72,02,2,0,1696,2400,2,1,B2,364026
2,72,02,2,0,1696,2400,2,1,B2,364026
2,72,02,2,0,1952,2400,2,1,B2,598221
2,72,02,2,0,1696,2400,2,1,B2,585493
2,72,02,2,0,1696,2400,2,1,B2,497874
2,72,02,2,0,1696,2400,2,1,B2,544763
2,72,02,2,0,1696,2400,2,1,B2,585493
2,72,02,2,0,1467,2400,2,1,B2,585493
2,72,02,2,0,1952,1600,2,1,B2,590330
2,72,02,2,0,1467,2400,3,1,B2,550999
2,72,02,2,0,1467,2400,3,1,B2,0
2,72,02,2,0,1467,2400,3,1,B2,487000
2,72,02,2,0,2630,2400,3,1,B2,511670
2,72,02,2,0,1705,2400,3,1,B2,565128
2,72,02,2,0,1705,2400,3,1,B2,343746
2,72,02,2,0,5571,2442,67,1,B3,0
2,72,02,2,0,5571,2450,72,1,B2,475000
2,72,02,2,0,5571,2450,72,1,B2,335000
2,72,02,2,0,2058,2420,15,1,B2,482500
2,72,02,2,0,2058,2420,15,1,B2,500
2,72,02,2,0,1590,2380,15,1,B2,230000
2,72,02,2,0,1536,2380,15,1,B2,555000
2,72,02,2,0,1536,2380,15,1,B2,355184
2,72,02,2,0,2772,1260,97,1,B3,465000
2,72,02,2,0,2772,1260,97,1,B3,200000
2,72,02,2,0,2800,3080,87,1,B1,448800
2,72,02,2,0,2194,1868,11,1,B1,530000
2,72,02,2,0,2750,2831,27,1,B3,0
2,72,02,2,0,2750,1800,116,1,B3,317586
2,72,02,2,0,3519,2428,57,1,B2,465000
2,72,02,2,0,2275,1902,16,1,B2,0
2,72,02,2,0,3742,1864,87,1,B2,348000
2,72,02,2,0,2500,2190,92,1,B2,327750
2,72,02,2,0,2500,2040,92,1,B2,450000
2,72,02,2,0,2500,2040,82,1,B1,580000
2,72,02,2,0,5000,2880,92,1,B3,0
2,72,02,2,0,5000,2830,97,1,B3,355000
2,72,02,2,0,2500,1610,52,1,B3,384000
2,72,02,2,0,2500,2005,107,1,B2,0
2,72,02,2,0,2500,1900,97,1,B2,0
2,72,02,2,0,2500,1720,97,1,B3,0
2,72,02,2,0,1975,2745,42,1,B1,500
2,72,02,2,0,1975,2745,42,1,B1,480000
2,72,02,2,0,1975,2745,42,1,B1,617410
2,72,02,2,0,1992,2760,42,1,B1,0
2,72,02,2,0,2500,1550,97,1,B3,280000
2,72,02,2,0,2500,1550,97,1,B3,162000
2,72,02,2,0,2000,2800,52,1,B1,420000
2,72,02,2,0,4500,2750,77,1,B3,650000
2,72,02,2,0,4500,2750,77,1,B3,225000
2,72,02,2,0,2500,3400,77,1,B1,490000
2,72,02,2,0,5000,3110,87,1,B3,499999
2,72,02,2,0,2500,2240,82,1,B1,0
2,72,02,2,0,2500,3040,82,1,B1,575000
2,72,02,2,0,2000,1522,67,1,B3,300000
2,72,02,2,0,2500,2776,97,1,B2,590000
2,72,02,2,0,1800,1368,57,1,B3,325000
2,72,02,2,0,2242,1930,62,1,B3,374911
2,72,02,2,0,4223,2134,97,1,B3,0
2,72,02,2,0,2500,2700,77,1,B1,10
2,72,02,2,0,2500,3620,77,1,B1,0
2,72,02,2,0,2500,3620,77,1,B1,250000
2,72,02,2,0,2500,2680,97,1,B1,0
2,72,02,2,0,2000,2800,62,1,B1,0
2,72,02,2,0,1960,2640,62,1,B1,675000
2,72,02,2,0,2500,2080,72,1,B2,290000
2,72,02,2,0,6300,3815,92,1,B3,599000
2,72,02,2,0,5000,2800,82,1,B3,270000
2,72,02,2,0,2500,2312,97,1,B3,293400
2,72,02,2,0,2500,2261,9,1,B1,549000
2,72,02,2,0,3750,2363,82,1,B1,425000
2,72,02,2,0,2500,2360,97,1,B1,645000
2,72,02,2,0,2500,2360,97,1,B1,340000
2,72,02,2,0,2100,1932,28,1,B1,470000
2,72,02,2,0,2442,1990,77,1,B3,437500
2,72,02,2,0,2442,1990,77,1,B3,199500
2,72,02,2,0,1870,2310,24,1,B1,470000
2,72,02,2,0,2100,2310,24,1,B1,0
2,72,02,2,0,2000,1860,72,1,B1,335000
2,72,02,2,0,2542,1614,62,1,B1,410000
2,72,02,2,0,2142,1614,62,1,B1,540000
2,72,02,2,0,2142,1614,62,1,B1,294060
2,72,02,2,0,2142,1614,62,1,B1,405000
2,72,02,2,0,2000,1860,67,1,B1,498000
2,72,02,2,0,2000,1860,67,1,B1,200000
2,72,02,2,0,1925,1909,77,1,B2,380000
2,72,02,2,0,2825,1640,77,1,B1,360000
2,72,02,2,0,2000,2620,57,1,B1,308000
2,72,02,2,0,2825,2260,97,1,B3,332188
2,72,02,2,0,2825,2260,97,1,B3,666368
2,72,02,2,0,4175,2565,57,1,B1,0
2,72,02,2,0,2500,2920,77,1,B1,645000
2,72,02,2,0,1946,2040,67,1,B1,425000
2,72,02,2,0,2000,2860,62,1,B9,0
2,72,02,2,0,2650,2205,82,1,B2,565000
2,72,02,2,0,2500,2196,112,1,B2,315000
2,72,02,2,0,2500,3120,102,1,B2,625000
2,72,02,2,0,2000,1920,52,1,B1,570000
2,72,02,2,0,2000,1920,52,1,B1,0
2,72,02,2,0,3358,1920,52,1,B1,475000
2,72,02,2,0,2500,1608,92,1,B2,390000
2,72,02,2,0,2500,1792,82,1,B2,615000
2,72,02,2,0,5325,2250,82,1,B2,760000
2,72,02,2,0,2500,1410,82,1,B2,500000
2,72,02,2,0,5000,2675,47,1,B1,650000
2,72,02,2,0,5000,2675,47,1,B1,275000
2,72,02,2,0,2500,2048,97,1,B2,0
2,72,02,2,1,2500,3938,102,1,S2,649000
2,72,02,2,1,2500,3938,102,1,S2,287500
2,72,02,2,0,2500,3432,97,1,B1,0
2,72,02,2,0,2500,3432,97,1,B1,362000
2,72,02,2,0,2500,3400,87,1,B1,195000
2,72,02,2,0,2500,2909,82,1,B2,0
2,72,02,2,0,2500,2909,82,1,B2,0
2,72,02,2,0,2500,3627,97,1,B2,480000
2,72,02,2,0,1990,2618,97,1,B1,330000
2,72,02,2,0,1990,2618,97,1,B1,215000
2,72,02,2,0,2500,2648,82,1,B1,560000
2,72,02,2,0,2500,2648,82,1,B1,175000
2,72,02,2,0,2500,3969,87,1,B1,0
2,72,02,2,0,2500,3969,87,1,B1,480000
2,72,02,2,0,2500,2646,87,1,B1,615000
2,72,02,2,0,2000,1400,87,1,B1,460000
2,72,02,2,0,2000,1400,87,1,B1,220000
2,72,02,2,0,2000,1392,97,1,B1,510000
2,72,02,2,0,2000,1720,87,1,B1,355000
2,72,02,2,0,2000,1720,87,1,B1,0
2,72,02,2,0,1800,2800,62,1,B9,0
2,72,02,2,0,1992,2800,62,1,B9,0
2,72,02,2,0,1992,2800,62,1,B1,0
2,72,02,2,0,2500,2480,97,1,B1,525000
2,72,02,2,0,2500,2480,97,1,B1,525000
2,72,02,2,0,2500,2520,97,1,B1,0
2,72,02,2,0,2500,2856,97,1,B1,0
2,72,02,2,0,2500,2576,97,1,B1,0
2,72,02,2,0,2500,2640,82,1,B1,400000
2,72,02,2,0,2488,2680,82,1,B1,640000
2,72,02,2,0,2800,3685,92,1,B1,496860
2,72,02,2,0,4112,2126,102,1,B2,0
2,72,02,2,0,2500,3685,92,1,B1,175000
2,72,02,2,0,2500,3300,92,1,B1,0
2,72,02,2,0,2900,2640,87,1,B1,290000
2,72,02,2,0,2875,2640,87,1,B1,275000
2,72,02,2,0,3251,1764,97,1,B2,450000
2,72,02,2,0,2954,2280,116,1,B2,570000
2,72,02,2,0,2125,2016,116,1,B2,690000
2,72,02,2,0,2600,2200,67,1,B1,590000
2,72,02,2,0,2500,2860,97,1,B1,0
2,72,02,2,0,2193,2310,62,1,B1,585000
2,72,02,2,0,2193,2310,62,1,B1,0
2,72,03,3,0,2131,2400,82,1,C0,235000
2,72,03,3,0,3025,2780,42,1,C0,400000
2,72,03,3,0,1975,2730,42,1,C0,275000
2,72,03,3,0,3100,4100,47,1,C0,375000
2,72,03,3,0,1992,2730,42,1,C0,680000
2,72,03,3,0,1992,2730,42,1,C0,365650
2,72,03,3,0,1992,2745,42,1,C0,455000
2,72,03,3,0,2917,2925,42,1,C0,410000
2,72,03,3,0,2000,3000,52,1,C0,545000
2,72,03,3,0,2343,2875,52,1,C0,500000
2,72,03,3,0,1933,2655,52,1,C0,575000
2,72,03,3,0,1933,2655,52,1,C0,250000
2,72,03,3,0,1933,2301,52,1,C0,550000
2,72,03,3,0,1950,2650,47,1,C0,499000
2,72,03,3,0,2000,2750,52,1,C0,560000
2,72,03,3,0,2813,2800,52,1,C0,525000
2,72,03,3,0,2842,2254,52,1,C0,560000
2,72,03,3,0,2500,2500,92,1,C0,340000
2,72,03,3,0,2200,3000,57,1,C0,0
2,72,03,3,0,2500,2680,97,1,C0,0
2,72,03,3,0,2500,2680,97,1,C0,415000
2,72,03,3,0,2500,4045,102,1,C0,0
2,72,03,3,0,2463,1760,88,1,C0,427500
2,72,03,3,0,2500,3780,57,1,C0,476500
2,72,03,3,0,2000,2650,47,1,C0,570000
2,72,03,3,0,2500,3550,97,1,C0,500000
2,72,03,3,0,2500,3350,97,1,C0,625000
2,72,03,3,0,2000,2800,52,1,C0,479400
2,72,03,3,0,2000,2800,52,1,C0,370000
2,72,03,3,0,2000,2800,52,1,C0,0
2,72,03,3,0,1760,2900,47,1,C0,530000
2,72,03,3,0,2100,3750,27,1,C0,0
2,72,03,3,0,2000,2920,52,1,C0,555000
2,72,03,3,0,2100,1932,28,1,C0,371274
2,72,03,3,0,2083,3600,11,1,C0,700000
2,72,03,3,0,2000,3300,11,1,C0,706250
2,72,03,3,0,2000,3300,11,1,C0,706250
2,72,03,3,0,1600,3300,11,1,C0,706250
2,72,03,3,0,1600,3300,11,1,C0,706250
2,72,03,3,0,2000,2920,57,1,C0,0
2,72,03,3,0,2500,3520,87,1,C0,540000
2,72,03,3,0,2000,2400,87,1,C0,490000
2,72,03,3,0,3050,2895,57,1,C0,470000
2,72,03,3,0,2500,3480,77,1,C0,0
2,72,03,3,0,2000,2860,62,1,C0,530000
2,72,03,3,0,1983,2499,12,1,C0,10000
2,72,03,3,0,2500,2390,87,1,C0,0
2,72,03,3,0,2500,2232,82,1,C0,414225
2,72,03,3,0,2025,2800,57,1,C0,0
2,72,03,3,0,5000,3441,97,1,C0,10
2,72,03,3,0,2500,3432,97,1,C0,675000
2,72,03,3,0,2500,3238,92,1,C0,500000
2,72,03,3,0,2500,3236,92,1,C0,0
2,72,03,3,0,4958,2180,87,1,C0,495000
2,72,03,3,0,2500,3600,87,1,C0,0
2,72,03,3,0,2500,3600,82,1,C0,0
2,72,03,3,0,2500,3600,82,1,C0,0
2,72,03,3,0,2500,2544,87,1,C0,380000
2,72,03,3,0,2500,3240,90,1,C0,300000
2,72,03,3,0,2000,2764,57,1,C0,665000
2,72,03,3,0,1975,2764,57,1,C0,545000
2,72,03,3,0,2000,2000,57,1,C0,470000
2,72,03,3,0,1900,2650,57,1,C0,469000
2,72,03,3,0,2000,1800,62,1,C0,0
2,72,03,3,0,3300,2000,62,1,C0,0
2,72,03,3,0,1958,2622,57,1,C0,545000
2,72,03,3,0,1958,2622,57,1,C0,360000
2,72,03,3,0,3140,2600,102,1,C0,551452
2,72,03,3,0,2500,3410,97,1,C0,0
2,72,03,3,0,1175,2820,13,1,C0,408000
2,72,03,3,0,1732,2764,52,1,C0,505000
2,72,03,3,0,2442,3570,97,1,C0,220000
2,72,03,3,0,2842,3675,97,1,C0,0
2,72,03,3,0,2500,3685,87,1,C0,0
2,72,03,3,0,2500,3630,82,1,C0,500000
2,72,03,3,0,2500,3685,92,1,C0,0
2,72,03,3,0,2500,3300,92,1,C0,0
2,72,03,3,0,2500,3960,87,1,C0,750000
2,72,03,3,0,3669,2358,116,1,C0,0
2,72,03,3,0,2960,3936,8,1,C0,0
2,72,03,3,0,2375,3582,97,1,C0,0
2,72,03,3,0,2500,3592,97,1,C0,480000
2,72,04,1,0,0,0,28,1,R3,315000
2,72,04,1,0,0,0,21,1,R3,321048
2,72,04,1,0,0,0,12,1,R3,390180
2,72,04,1,0,0,0,12,1,R3,313500
2,72,04,1,0,0,0,12,1,R3,270000
2,72,04,1,0,0,0,11,1,R3,370000
2,72,04,1,0,0,0,11,1,R3,340000
2,72,04,1,0,0,0,11,1,R3,272000
2,72,04,1,0,0,0,11,1,R3,272000
2,72,04,1,0,0,0,11,1,R3,0
2,72,04,1,0,0,0,11,1,R3,180000
2,72,04,1,0,0,0,10,1,R3,369000
2,72,04,1,0,0,0,10,1,R3,350000
2,72,04,1,0,0,0,10,1,R3,360000
2,72,04,1,0,0,0,9,1,R3,40000
2,72,04,1,0,0,0,9,1,R3,20100
2,72,04,1,0,0,0,9,1,R3,300000
2,72,04,1,0,0,0,9,1,R3,325000
2,72,04,1,0,0,0,9,1,R3,378000
2,72,04,1,0,0,0,9,1,R3,16000
2,72,04,1,0,0,0,29,1,R3,230000
2,72,04,1,0,0,0,29,1,R3,228000
2,72,04,1,0,0,0,29,1,R3,215000
