Rooms,2ype,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price
3,2,2,10.7,3187,3,2,2,247,Bayside,-37.9241,145.0108,6,6938,1420000
2,3,2,10.7,3187,2,1,1,1233,Bayside,-37.9164,145.0228,6,6938,563000
2,2,2,10.7,3187,2,1,1,267,Bayside,-37.9055,145.0173,6,6938,1014000
2,3,2,5.2,3056,2,1,2,0,Moreland,-37.7593,144.9652,3,11918,428000
2,1,2,5.2,3056,2,1,0,225,Moreland,-37.7676,144.9665,3,11918,1026000
4,1,2,5.2,3056,4,3,1,238,Moreland,-37.7713,144.9643,3,11918,1802500
4,1,5,5.2,3056,4,3,1,365,Moreland,-37.7624,144.9671,3,11918,1500000
4,1,2,5.2,3056,4,2,3,851,Moreland,-37.7637,144.9662,3,11918,2230000
3,1,4,5.2,3056,3,1,2,264,Moreland,-37.7611,144.9644,3,11918,1050000
2,3,2,5.2,3056,2,1,1,0,Moreland,-37.7695,144.9528,3,11918,410000
1,3,1,5.2,3056,1,1,1,0,Moreland,-37.762,144.9647,3,11918,272500
3,1,1,5.2,3056,3,3,1,81,Moreland,-37.7575,144.9647,3,11918,680000
2,3,2,5.2,3056,2,1,1,0,Moreland,-37.7608,144.968,3,11918,400000
3,1,4,5.2,3056,3,1,0,170,Moreland,-37.7661,144.9691,3,11918,950000
3,1,1,5.2,3056,3,2,2,426,Moreland,-37.7759,144.9578,3,11918,1310000
4,2,1,5.2,3056,4,2,1,95,Moreland,-37.7772,144.9653,3,11918,860000
2,1,2,5.2,3056,2,1,1,179,Moreland,-37.7742,144.9542,3,11918,845500
2,1,2,5.2,3056,2,1,1,181,Moreland,-37.7742,144.9541,3,11918,860000
2,2,1,5.2,3056,2,1,1,0,Moreland,-37.7588,144.9646,3,11918,605000
3,1,2,5.2,3056,3,1,1,324,Moreland,-37.7653,144.9586,3,11918,1055000
2,3,2,5.2,3056,2,1,1,0,Moreland,-37.7643,144.9638,3,11918,445000
2,3,2,5.2,3056,2,1,1,100,Moreland,-37.7601,144.9581,3,11918,659500
2,3,2,5.2,3056,2,1,1,0,Moreland,-37.777,144.9703,3,11918,600000
3,3,2,5.2,3056,3,2,2,0,Moreland,-37.7634,144.9616,3,11918,627000
4,1,2,5.2,3056,4,2,2,323,Moreland,-37.7637,144.9565,3,11918,1450000
3,1,2,5.2,3056,3,1,2,410,Moreland,-37.7604,144.9514,3,11918,990000
4,1,1,5.2,3056,4,1,0,264,Moreland,-37.7611,144.9677,3,11918,1115000
3,1,2,5.2,3056,3,1,1,278,Moreland,-37.7701,144.9633,3,11918,1125000
3,1,2,5.2,3056,3,1,1,229,Moreland,-37.7622,144.9586,3,11918,855000
3,1,2,5.2,3056,2,1,1,215,Moreland,-37.7642,144.9688,3,11918,910000
3,2,2,5.2,3056,3,2,1,186,Moreland,-37.7581,144.9514,3,11918,940000
2,1,2,5.2,3056,2,1,0,153,Moreland,-37.7705,144.9647,3,11918,1100000
2,2,1,5.2,3056,2,2,1,118,Moreland,-37.7723,144.9643,3,11918,750000
2,1,2,5.2,3056,2,1,1,315,Moreland,-37.757,144.9697,3,11918,1056000
2,2,2,5.2,3056,2,2,1,72,Moreland,-37.7609,144.969,3,11918,620000
3,3,2,5.2,3056,3,2,1,122,Moreland,-37.7697,144.9649,3,11918,880000
3,1,2,5.2,3056,3,1,0,331,Moreland,-37.7619,144.959,3,11918,1222500
3,1,1,5.2,3056,3,2,3,177,Moreland,-37.7609,144.9677,3,11918,810000
2,1,2,5.2,3056,2,1,1,147,Moreland,-37.7702,144.9692,3,11918,1105000
2,1,2,5.2,3056,2,1,1,385,Moreland,-37.7631,144.9534,3,11918,1260000
3,2,2,5.2,3056,3,2,2,327,Moreland,-37.7636,144.9559,3,11918,955000
1,2,2,5.2,3056,1,1,0,0,Moreland,-37.7717,144.9679,3,11918,895000
2,1,2,5.2,3056,2,1,2,301,Moreland,-37.7672,144.9496,3,11918,1094000
3,1,2,5.2,3056,3,1,1,438,Moreland,-37.7758,144.9508,3,11918,1135000
2,1,2,5.2,3056,2,1,1,149,Moreland,-37.7597,144.9528,3,11918,792000
2,3,4,5.2,3056,2,1,1,114,Moreland,-37.758,144.9667,3,11918,587000
3,1,2,5.2,3056,3,1,0,257,Moreland,-37.7704,144.9695,3,11918,1060000
2,1,2,5.2,3056,2,1,1,186,Moreland,-37.7727,144.9707,3,11918,840000
2,1,2,5.2,3056,2,1,1,199,Moreland,-37.7676,144.9659,3,11918,890000
4,1,2,5.2,3056,4,1,1,416,Moreland,-37.7769,144.9661,3,11918,1358000
3,1,5,5.2,3056,2,1,0,209,Moreland,-37.7624,144.9692,3,11918,840000
2,2,4,5.2,3056,2,2,1,0,Moreland,-37.7617,144.9642,3,11918,685000
2,3,2,5.2,3056,2,1,1,768,Moreland,-37.7768,144.9512,3,11918,600000
3,1,2,5.2,3056,3,1,1,314,Moreland,-37.7573,144.97,3,11918,905000
3,1,2,5.2,3056,3,2,1,240,Moreland,-37.756,144.9587,3,11918,976000
3,2,4,5.2,3056,3,2,1,0,Moreland,-37.7703,144.9533,3,11918,641000
2,1,2,5.2,3056,2,1,0,152,Moreland,-37.7611,144.966,3,11918,770000
1,3,2,5.2,3056,1,1,1,0,Moreland,-37.7597,144.9548,3,11918,279500
4,1,5,5.2,3056,4,2,3,271,Moreland,-37.7769,144.9691,3,11918,1800000
4,1,2,5.2,3056,4,1,1,370,Moreland,-37.7728,144.9639,3,11918,1350000
4,1,2,5.2,3056,4,2,1,281,Moreland,-37.7722,144.9681,3,11918,1320000
3,1,2,5.2,3056,3,1,1,210,Moreland,-37.7597,144.9545,3,11918,825000
2,1,2,5.2,3056,3,1,2,352,Moreland,-37.7566,144.9599,3,11918,860000
2,1,2,5.2,3056,2,1,1,319,Moreland,-37.7572,144.9686,3,11918,830000
2,1,2,5.2,3056,2,1,2,200,Moreland,-37.7581,144.9678,3,11918,936000
3,1,2,5.2,3056,2,1,1,216,Moreland,-37.7746,144.9697,3,11918,1261000
3,1,2,5.2,3056,3,1,2,222,Moreland,-37.7642,144.969,3,11918,1045000
3,3,2,5.2,3056,3,1,1,0,Moreland,-37.773,144.9624,3,11918,1044000
3,1,4,5.2,3056,3,1,1,239,Moreland,-37.7776,144.963,3,11918,1050000
3,1,2,5.2,3056,3,2,3,470,Moreland,-37.7788,144.9688,3,11918,1691500
2,1,1,5.2,3056,2,1,0,311,Moreland,-37.7572,144.9687,3,11918,1075000
2,3,2,5.2,3056,2,1,1,135,Moreland,-37.7583,144.9756,3,11918,620000
2,3,2,5.2,3056,2,1,1,1140,Moreland,-37.7634,144.9616,3,11918,501000
3,1,2,5.2,3056,3,1,6,563,Moreland,-37.7757,144.9505,3,11918,1260000
3,1,2,5.2,3056,3,1,2,495,Moreland,-37.7702,144.9672,3,11918,1650000
2,3,2,5.2,3056,2,1,1,0,Moreland,-37.7778,144.9594,3,11918,601000
1,1,1,5.2,3056,1,1,4,330,Moreland,-37.7577,144.9524,3,11918,800000
2,1,2,5.2,3056,2,1,0,453,Moreland,-37.762,144.9547,3,11918,1015000
1,2,1,5.2,3056,1,1,1,82,Moreland,-37.7661,144.9614,3,11918,625000
3,1,2,5.2,3056,3,2,1,0,Moreland,-37.7763,144.9597,3,11918,1700000
3,2,2,5.2,3056,3,2,1,99,Moreland,-37.769,144.953,3,11918,815000
2,3,4,5.2,3056,2,1,1,0,Moreland,-37.7597,144.9655,3,11918,435000
2,1,2,5.2,3056,2,1,1,259,Moreland,-37.7653,144.9565,3,11918,890000
3,1,2,5.2,3056,3,1,3,612,Moreland,-37.773,144.952,3,11918,1815000
5,1,2,5.2,3056,5,2,2,555,Moreland,-37.7767,144.9645,3,11918,2500000
2,1,1,5.2,3056,2,1,1,298,Moreland,-37.7704,144.9504,3,11918,860000
2,3,2,5.2,3056,2,1,1,1080,Moreland,-37.7598,144.9655,3,11918,491000
3,1,2,5.2,3056,3,2,1,194,Moreland,-37.7653,144.9567,3,11918,990000
2,3,2,5.2,3056,2,1,1,0,Moreland,-37.7671,144.9702,3,11918,350000
2,1,2,5.2,3056,2,1,1,215,Moreland,-37.7722,144.9637,3,11918,871000
3,1,2,5.2,3056,3,1,2,384,Moreland,-37.7626,144.9535,3,11918,985000
3,1,2,5.2,3056,3,1,1,483,Moreland,-37.7602,144.9543,3,11918,1250000
2,1,2,5.2,3056,2,1,1,0,Moreland,-37.7618,144.9662,3,11918,542000
3,2,4,5.2,3056,3,2,1,0,Moreland,-37.7703,144.9533,3,11918,641000
5,1,2,5.2,3056,4,2,2,391,Moreland,-37.7587,144.9548,3,11918,1395000
3,1,2,5.2,3056,3,1,1,184,Moreland,-37.7563,144.96,3,11918,860000
1,3,2,5.2,3056,1,1,1,0,Moreland,-37.7769,144.9523,3,11918,440000
2,1,4,5.2,3056,2,1,0,153,Moreland,-37.7657,144.9574,3,11918,860000
3,1,1,5.2,3056,3,1,0,302,Moreland,-37.758,144.9724,3,11918,835000
2,1,2,5.2,3056,2,1,1,161,Moreland,-37.7646,144.9586,3,11918,705000
2,1,2,5.2,3056,2,1,0,137,Moreland,-37.7745,144.9558,3,11918,800000
3,1,2,5.2,3056,3,1,1,264,Moreland,-37.7603,144.9573,3,11918,880000
3,1,2,5.2,3056,3,1,1,370,Moreland,-37.7632,144.9572,3,11918,1000000
2,2,2,5.2,3056,2,2,1,177,Moreland,-37.7625,144.9653,3,11918,754000
2,1,2,5.2,3056,2,1,0,1328,Moreland,-37.773,144.9568,3,11918,916000
2,3,2,5.2,3056,2,1,1,0,Moreland,-37.7703,144.9533,3,11918,590000
2,3,2,5.2,3056,2,1,1,0,Moreland,-37.7775,144.9607,3,11918,575000
2,1,2,5.2,3056,2,1,1,279,Moreland,-37.77,144.9633,3,11918,1020000
3,1,2,5.2,3056,3,1,0,325,Moreland,-37.7621,144.9595,3,11918,1510000
2,2,2,5.2,3056,2,2,1,156,Moreland,-37.7744,144.9498,3,11918,801000
3,2,4,5.2,3056,3,2,2,4668,Moreland,-37.7687,144.9649,3,11918,820000
1,3,2,5.2,3056,1,1,1,540,Moreland,-37.7766,144.9574,3,11918,370000
3,1,2,5.2,3056,3,1,0,285,Moreland,-37.7634,144.9593,3,11918,1170000
4,1,2,5.2,3056,3,1,1,416,Moreland,-37.7737,144.965,3,11918,1790000
3,2,1,5.2,3056,3,2,1,110,Moreland,-37.7776,144.9691,3,11918,640000
4,1,5,5.2,3056,3,1,0,416,Moreland,-37.763,144.9598,3,11918,820000
4,1,2,5.2,3056,4,2,2,657,Moreland,-37.7725,144.964,3,11918,1875000
3,1,2,5.2,3056,3,1,1,343,Moreland,-37.7589,144.9529,3,11918,1053000
3,2,1,5.2,3056,2,1,1,55,Moreland,-37.7611,144.9622,3,11918,705000
1,3,1,5.2,3056,1,1,1,0,Moreland,-37.7776,144.9633,3,11918,240000
4,1,1,5.2,3056,4,1,2,319,Moreland,-37.7763,144.9549,3,11918,1175000
4,1,2,5.2,3056,4,1,0,363,Moreland,-37.7621,144.9506,3,11918,1217000
3,1,4,5.2,3056,3,1,3,308,Moreland,-37.7649,144.9641,3,11918,1020000
2,3,1,5.2,3056,2,1,1,0,Moreland,-37.7738,144.9585,3,11918,1180000
3,1,2,5.2,3056,3,1,1,316,Moreland,-37.7741,144.9703,3,11918,1340000
4,1,1,5.2,3056,4,2,1,460,Moreland,-37.7554,144.9544,3,11918,1410000
3,1,2,5.2,3056,3,1,1,346,Moreland,-37.7738,144.9695,3,11918,1550000
3,1,1,5.2,3056,3,2,1,4676,Moreland,-37.7687,144.9649,3,11918,740000
3,1,2,5.2,3056,3,1,2,996,Moreland,-37.7564,144.9527,3,11918,947000
2,3,2,5.2,3056,2,1,2,0,Moreland,-37.7706,144.9608,3,11918,592500
3,1,2,5.2,3056,3,1,1,480,Moreland,-37.7639,144.966,3,11918,1317000
1,3,2,5.2,3056,1,1,1,0,Moreland,-37.7775,144.9607,3,11918,370000
2,1,2,5.2,3056,2,1,1,199,Moreland,-37.759,144.9597,3,11918,765000
1,1,4,5.2,3056,1,1,1,147,Moreland,-37.7643,144.9584,3,11918,772000
3,1,2,5.2,3056,3,2,1,280,Moreland,-37.7719,144.9661,3,11918,1210000
4,1,2,5.2,3056,4,2,1,354,Moreland,-37.7745,144.9523,3,11918,1755000
2,1,2,5.2,3056,2,1,1,182,Moreland,-37.7629,144.968,3,11918,1073000
3,1,2,5.2,3056,3,2,1,316,Moreland,-37.7643,144.9713,3,11918,1080000
2,1,2,5.2,3056,2,1,2,246,Moreland,-37.775,144.9536,3,11918,945000
2,1,2,5.2,3056,2,1,1,159,Moreland,-37.7656,144.9562,3,11918,755000
2,3,2,5.9,3055,2,1,1,0,Moreland,-37.768,144.9408,3,7082,521500
2,3,1,5.9,3055,2,1,1,0,Moreland,-37.7514,144.9288,3,7082,320000
3,1,2,5.9,3055,3,1,1,0,Moreland,-37.7564,144.9422,3,7082,1190000
3,1,2,5.9,3055,3,1,0,358,Moreland,-37.7642,144.9493,3,7082,942000
2,3,2,5.9,3055,2,1,1,564,Moreland,-37.7665,144.9425,3,7082,471000
2,3,2,5.9,3055,2,1,2,568,Moreland,-37.7682,144.9422,3,7082,473000
3,1,2,5.9,3055,3,1,1,600,Moreland,-37.769,144.9478,3,7082,1200000
4,1,2,5.9,3055,4,2,2,299,Moreland,-37.764,144.9454,3,7082,930000
1,3,1,5.9,3055,1,1,1,0,Moreland,-37.7586,144.9452,3,7082,265000
3,1,2,5.9,3055,3,1,0,220,Moreland,-37.7659,144.9494,3,7082,955000
5,1,4,5.9,3055,5,2,2,510,Moreland,-37.7581,144.9414,3,7082,1350000
2,2,5,5.9,3055,2,1,1,0,Moreland,-37.7607,144.9393,3,7082,380000
1,3,4,5.9,3055,1,1,0,0,Moreland,-37.7763,144.947,3,7082,300000
3,1,2,5.9,3055,3,1,2,349,Moreland,-37.7589,144.9368,3,7082,810000
2,3,1,5.9,3055,2,1,1,0,Moreland,-37.7594,144.9427,3,7082,380000
3,1,2,5.9,3055,3,1,0,275,Moreland,-37.763,144.9439,3,7082,793000
2,3,4,5.9,3055,2,1,1,73,Moreland,-37.7528,144.9368,3,7082,400000
2,3,4,5.9,3055,2,1,1,0,Moreland,-37.7582,144.94,3,7082,400500
3,2,2,5.9,3055,3,2,2,262,Moreland,-37.7519,144.9324,3,7082,797500
2,3,2,5.9,3055,2,1,1,0,Moreland,-37.7727,144.9497,3,7082,435000
3,1,2,5.9,3055,3,1,2,501,Moreland,-37.753,144.9421,3,7082,920000
3,1,2,5.9,3055,3,1,2,512,Moreland,-37.7758,144.9435,3,7082,1172000
3,1,1,5.9,3055,3,1,2,364,Moreland,-37.7618,144.9497,3,7082,1300000
3,1,2,5.9,3055,3,1,2,353,Moreland,-37.764,144.9428,3,7082,1330000
3,1,2,5.9,3055,3,1,1,412,Moreland,-37.7618,144.9455,3,7082,1245000
2,1,4,5.9,3055,2,1,1,410,Moreland,-37.7613,144.9446,3,7082,900000
7,1,2,5.9,3055,7,3,1,447,Moreland,-37.7634,144.9403,3,7082,1205000
2,3,1,5.9,3055,2,1,1,0,Moreland,-37.7676,144.9394,3,7082,380000
3,1,2,5.9,3055,3,1,1,411,Moreland,-37.7728,144.9478,3,7082,1095000
2,2,5,5.9,3055,2,1,1,0,Moreland,-37.772,144.9406,3,7082,680000
2,1,2,5.9,3055,2,1,1,177,Moreland,-37.7619,144.9412,3,7082,711000
2,1,2,5.9,3055,2,1,4,576,Moreland,-37.7578,144.9439,3,7082,910000
3,1,2,5.9,3055,3,1,3,608,Moreland,-37.7694,144.9448,3,7082,1186000
2,3,2,5.9,3055,2,1,1,0,Moreland,-37.7595,144.9436,3,7082,500000
2,1,2,5.9,3055,2,1,1,284,Moreland,-37.7646,144.9476,3,7082,1005000
2,3,4,5.9,3055,2,1,1,0,Moreland,-37.7688,144.9421,3,7082,385000
2,3,2,5.9,3055,2,1,1,0,Moreland,-37.7609,144.9425,3,7082,656000
2,3,2,5.9,3055,2,1,1,2120,Moreland,-37.7524,144.9347,3,7082,370000
1,3,2,5.9,3055,1,1,1,0,Moreland,-37.7661,144.9422,3,7082,320000
4,1,2,5.9,3055,4,1,1,384,Moreland,-37.7733,144.9491,3,7082,988000
2,3,2,5.9,3055,2,1,1,0,Moreland,-37.7752,144.9463,3,7082,400000
1,3,2,5.9,3055,1,1,1,0,Moreland,-37.7748,144.9483,3,7082,330000
5,1,1,5.9,3055,5,2,3,553,Moreland,-37.7576,144.9348,3,7082,1200000
2,3,4,5.9,3055,2,1,1,501,Moreland,-37.7741,144.9449,3,7082,537000
3,1,2,5.9,3055,3,1,2,717,Moreland,-37.7525,144.9321,3,7082,910000
1,3,1,5.9,3055,1,1,1,0,Moreland,-37.7675,144.939,3,7082,285000
4,1,2,5.9,3055,3,1,1,575,Moreland,-37.7575,144.9402,3,7082,921500
3,1,2,5.9,3055,3,1,2,505,Moreland,-37.757,144.9446,3,7082,995000
3,1,2,5.9,3055,3,1,4,357,Moreland,-37.762,144.9497,3,7082,901000
2,1,2,5.9,3055,2,1,2,554,Moreland,-37.7715,144.9426,3,7082,1315000
2,3,5,5.9,3055,2,1,1,0,Moreland,-37.7606,144.9443,3,7082,370000
2,2,2,5.9,3055,2,1,2,120,Moreland,-37.7659,144.9487,3,7082,735000
4,1,2,5.9,3055,3,1,1,589,Moreland,-37.7628,144.9459,3,7082,1000000
1,3,1,5.9,3055,1,1,1,0,Moreland,-37.7586,144.9433,3,7082,252000
4,1,1,5.9,3055,4,2,2,621,Moreland,-37.7764,144.9479,3,7082,1700000
2,1,2,5.9,3055,3,1,1,206,Moreland,-37.7604,144.9488,3,7082,820000
2,3,5,5.9,3055,2,1,1,0,Moreland,-37.7686,144.9421,3,7082,370000
2,3,2,5.9,3055,2,1,1,0,Moreland,-37.7543,144.9385,3,7082,484000
3,2,2,5.9,3055,3,1,2,157,Moreland,-37.7652,144.9454,3,7082,815000
3,1,5,5.9,3055,3,1,2,726,Moreland,-37.7747,144.9421,3,7082,1150000
1,3,1,5.9,3055,1,1,1,0,Moreland,-37.7614,144.9393,3,7082,351000
4,1,5,5.9,3055,4,1,2,519,Moreland,-37.7747,144.9474,3,7082,1150000
2,2,2,5.9,3055,2,1,1,69,Moreland,-37.766,144.9439,3,7082,598000
2,3,2,5.9,3055,2,1,1,0,Moreland,-37.7647,144.9412,3,7082,497000
2,3,2,5.9,3055,2,1,2,0,Moreland,-37.7643,144.9477,3,7082,403000
2,1,1,5.9,3055,2,1,1,0,Moreland,-37.7577,144.9354,3,7082,440000
2,1,2,5.9,3055,3,2,1,343,Moreland,-37.7552,144.9458,3,7082,816000
4,1,4,5.9,3055,4,1,2,562,Moreland,-37.7583,144.9428,3,7082,1585000
4,1,1,5.9,3055,4,3,2,499,Moreland,-37.7538,144.944,3,7082,970000
3,3,2,11.8,3105,3,1,2,385,Manningham,-37.7599,145.0849,1,4480,851000
4,1,2,11.8,3105,4,1,2,717,Manningham,-37.7608,145.0862,1,4480,1300000
4,1,1,11.8,3105,3,2,2,562,Manningham,-37.7628,145.0994,1,4480,1110000
4,1,2,11.8,3105,4,2,2,556,Manningham,-37.7657,145.0957,1,4480,1235000
4,1,2,11.8,3105,4,3,2,410,Manningham,-37.7695,145.082,1,4480,1505000
4,1,4,11.8,3105,4,2,2,670,Manningham,-37.7695,145.0869,1,4480,1303000
5,1,2,11.8,3105,5,3,3,736,Manningham,-37.7683,145.0881,1,4480,1336000
3,1,1,11.8,3105,3,2,2,514,Manningham,-37.7683,145.0959,1,4480,880000
3,1,2,11.8,3105,3,1,1,701,Manningham,-37.7729,145.098,1,4480,980000
3,2,1,11.8,3105,3,2,2,632,Manningham,-37.7813,145.102,1,4480,975000
3,1,2,11.8,3105,3,1,2,631,Manningham,-37.7778,145.0901,1,4480,1127000
3,1,1,11.8,3105,3,2,1,585,Manningham,-37.7689,145.099,1,4480,990000
4,1,2,11.8,3105,5,2,2,617,Manningham,-37.7582,145.0889,1,4480,1401000
3,1,2,11.8,3105,2,1,2,775,Manningham,-37.779,145.101,1,4480,1340000
4,1,2,11.8,3105,4,2,2,723,Manningham,-37.7724,145.1033,1,4480,1225000
5,1,2,11.8,3105,5,3,2,796,Manningham,-37.7697,145.0871,1,4480,1490000
3,2,4,11.8,3105,3,2,2,315,Manningham,-37.7607,145.0853,1,4480,1250000
4,1,2,11.8,3105,4,1,2,650,Manningham,-37.778,145.0913,1,4480,1002000
4,1,2,11.8,3105,4,2,2,730,Manningham,-37.7606,145.0932,1,4480,1260000
3,1,2,11.8,3105,3,3,2,401,Manningham,-37.7733,145.0901,1,4480,905000
3,1,2,11.8,3105,3,1,3,770,Manningham,-37.7644,145.0886,1,4480,1400000
4,1,1,11.8,3105,4,2,1,1124,Manningham,-37.7679,145.0958,1,4480,1085000
4,1,4,11.8,3105,4,3,1,604,Manningham,-37.7621,145.086,1,4480,1300000
3,3,2,11.8,3105,3,1,2,306,Manningham,-37.7792,145.0903,1,4480,787000
4,1,2,11.8,3105,4,1,2,732,Manningham,-37.7615,145.0897,1,4480,1280000
3,1,2,11.8,3105,3,1,1,604,Manningham,-37.7711,145.0928,1,4480,1075000
2,1,2,11.8,3105,2,1,2,559,Manningham,-37.7739,145.094,1,4480,890000
4,1,1,11.8,3105,4,3,2,411,Manningham,-37.7698,145.083,1,4480,1320000
4,1,4,11.8,3105,4,2,2,475,Manningham,-37.765,145.0933,1,4480,1302000
3,1,1,11.8,3105,3,2,1,728,Manningham,-37.7765,145.1031,1,4480,1050000
4,1,5,11.8,3105,4,2,3,672,Manningham,-37.7689,145.0895,1,4480,1000000
4,1,2,11.8,3105,4,2,2,744,Manningham,-37.7791,145.086,1,4480,1300000
4,1,2,11.8,3105,4,2,2,732,Manningham,-37.7771,145.0855,1,4480,1250000
4,1,2,11.8,3105,4,1,1,701,Manningham,-37.7786,145.0945,1,4480,976000
2,1,2,11.8,3105,3,1,1,551,Manningham,-37.7739,145.0962,1,4480,980000
3,3,2,11.8,3105,3,1,1,421,Manningham,-37.7798,145.1023,1,4480,812500
3,1,1,11.8,3105,3,1,2,602,Manningham,-37.7674,145.0988,1,4480,990000
4,1,1,11.8,3105,4,2,2,530,Manningham,-37.7735,145.088,1,4480,1244000
4,1,1,11.8,3105,4,2,2,693,Manningham,-37.7743,145.0863,1,4480,1100000
4,1,5,11.8,3105,4,2,2,617,Manningham,-37.7569,145.0913,1,4480,1475000
4,1,2,11.8,3105,4,2,3,554,Manningham,-37.7624,145.0961,1,4480,1140000
2,1,2,11.8,3105,2,1,0,359,Manningham,-37.7609,145.0869,1,4480,833000
2,1,2,11.8,3105,2,1,1,591,Manningham,-37.7679,145.0978,1,4480,903000
4,1,2,11.8,3105,4,2,2,740,Manningham,-37.7781,145.0901,1,4480,1351000
2,1,2,11.8,3105,2,1,2,609,Manningham,-37.7762,145.0958,1,4480,1060000
3,1,2,11.8,3105,3,1,2,602,Manningham,-37.7712,145.097,1,4480,1063000
5,1,2,11.7,3125,4,3,2,661,Whitehorse,-37.848,145.098,6,5678,1590000
3,1,2,11.7,3125,3,1,2,697,Whitehorse,-37.851,145.1169,6,5678,1390000
3,1,3,11.7,3125,3,1,2,773,Monash,-37.8562,145.1104,6,5678,1300000
4,1,2,11.7,3125,4,2,2,1145,Whitehorse,-37.8538,145.127,6,5678,1890000
3,3,2,11.7,3125,3,2,2,265,Whitehorse,-37.8516,145.1056,6,5678,1022500
3,1,5,11.7,3125,3,1,1,662,Monash,-37.8561,145.1054,6,5678,1250000
3,1,2,11.7,3125,3,1,1,695,Whitehorse,-37.8551,145.1121,6,5678,1151000
3,1,2,11.7,3125,3,1,1,931,Whitehorse,-37.854,145.1195,6,5678,1755000
3,3,1,11.7,3125,3,1,2,273,Whitehorse,-37.8473,145.1203,6,5678,686000
3,1,2,11.7,3125,3,1,1,667,Whitehorse,-37.8489,145.1093,6,5678,1300000
3,1,2,11.7,3125,3,1,1,786,Whitehorse,-37.8525,145.1198,6,5678,1160000
4,1,2,11.7,3125,4,3,2,928,Whitehorse,-37.842,145.102,6,5678,2000000
3,1,2,11.7,3125,3,1,2,318,Whitehorse,-37.8544,145.1114,6,5678,790000
4,1,2,11.7,3125,4,2,1,921,Whitehorse,-37.8494,145.1291,6,5678,1682000
3,3,1,11.7,3125,3,2,1,0,Monash,-37.8561,145.0962,6,5678,625000
3,2,5,11.7,3125,3,2,2,160,Whitehorse,-37.8525,145.0973,6,5678,780000
3,1,2,11.7,3125,3,1,2,690,Whitehorse,-37.8509,145.117,6,5678,1342000
4,1,4,11.7,3125,4,2,2,804,Whitehorse,-37.8516,145.1179,6,5678,1782800
3,1,2,11.7,3125,3,1,2,706,Whitehorse,-37.8509,145.1161,6,5678,1468000
2,3,1,11.7,3125,2,1,1,194,Whitehorse,-37.8509,145.1119,6,5678,650000
5,1,2,11.7,3125,4,3,2,326,Whitehorse,-37.8528,145.1129,6,5678,1060000
4,1,2,11.7,3125,4,2,2,438,Monash,-37.8599,145.1101,6,5678,1255000
4,1,2,11.7,3125,3,1,4,586,Whitehorse,-37.856,145.1196,6,5678,900000
2,1,2,11.7,3125,2,1,1,276,Whitehorse,-37.8454,145.0971,6,5678,633000
3,1,4,11.7,3125,3,1,2,776,Monash,-37.856,145.1104,6,5678,1070500
3,1,2,11.7,3125,3,1,2,661,Whitehorse,-37.8495,145.1282,6,5678,1175000
3,1,2,11.7,3125,3,2,2,660,Whitehorse,-37.8474,145.0988,6,5678,1521000
2,1,2,11.7,3125,2,1,2,593,Whitehorse,-37.8444,145.1054,6,5678,1350000
3,2,2,11.7,3125,4,2,2,217,Whitehorse,-37.8522,145.1312,6,5678,752000
3,1,2,11.7,3125,3,1,1,384,Whitehorse,-37.8542,145.1138,6,5678,570000
3,1,2,11.7,3125,3,1,2,742,Whitehorse,-37.8529,145.0962,6,5678,1460000
3,2,2,11.7,3125,3,1,2,228,Whitehorse,-37.8521,145.1187,6,5678,745000
5,1,2,11.7,3125,5,4,2,643,Whitehorse,-37.8454,145.0974,6,5678,2150000
3,3,2,11.7,3125,3,1,2,308,Whitehorse,-37.8505,145.1065,6,5678,746000
3,1,2,11.7,3125,3,2,2,653,Whitehorse,-37.8445,145.1011,6,5678,1540000
3,2,2,11.7,3125,3,2,2,329,Whitehorse,-37.8484,145.1013,6,5678,1145000
5,1,1,11.7,3125,5,2,1,824,Whitehorse,-37.8535,145.1139,6,5678,1410000
3,3,1,11.7,3125,3,1,1,217,Monash,-37.8562,145.1075,6,5678,640000
4,1,1,11.7,3125,4,2,2,1393,Whitehorse,-37.8463,145.102,6,5678,1800000
4,2,2,11.7,3125,4,2,2,399,Monash,-37.8597,145.1084,6,5678,1270000
4,2,5,11.7,3125,4,3,2,381,Whitehorse,-37.8459,145.1041,6,5678,900000
4,1,3,11.7,3125,4,2,2,499,Monash,-37.8593,145.1101,6,5678,1250000
4,1,2,11.7,3125,3,2,3,739,Whitehorse,-37.8552,145.1292,6,5678,1410000
5,1,2,11.7,3125,5,2,1,544,Whitehorse,-37.8525,145.1154,6,5678,1100000
4,1,2,11.7,3125,4,2,2,662,Monash,-37.8601,145.1007,6,5678,1485000
3,1,2,11.7,3125,3,1,1,1101,Whitehorse,-37.8529,145.1222,6,5678,2068000
3,1,5,11.7,3125,3,1,1,589,Whitehorse,-37.855,145.118,6,5678,1000000
4,3,1,11.7,3125,4,2,1,0,Whitehorse,-37.8507,145.109,6,5678,800000
3,2,2,11.7,3125,3,2,1,170,Monash,-37.8554,145.1089,6,5678,702000
4,1,2,7.8,3124,4,2,1,652,Boroondara,-37.8286,145.0686,6,8920,2650000
3,2,2,7.8,3124,3,1,2,389,Boroondara,-37.8435,145.0695,6,8920,1615000
